batch_id,num_drones,alignment,gradient_map,num_runs,success_rate_percent,completion_time_mean,completion_time_std,completion_time_median,finish_line_x,avg_final_x
batch_11.07.2025_12.56.48,7,ON,sine_curve_thick0.99_freq2,50,4.0,248.24,7.32,248.24,18.67,18.57
